Height,Weight,HandSize,ArmLength,FortyTime,TwentyTime,TenTime,Bench,Vertical,BroadJump,Shuttle,ThreeCone,SixtyShuttle,LastYearRecAvg,CareerRecAvg,LastYearReturnAvg,CareerReturnAvg,DraftRound,College,DraftYear,CareerRec,LastYearRec
71.75,211.0,,,4.65,2.75,1.67,17.0,34.0,118.0,4.5,7.51,,0,0,0,0,0,Harding (AR),2015,0,0
72.13,205.0,,,4.56,,,,,,,,,9.9,10.3,0,0,0,Iowa,2015,1799,517
74.0,224.0,9.0,31.75,4.67,2.75,1.67,,35.5,,4.13,6.93,,14.0,13.7,19.7,19.7,4,Washington State,2015,2022,1483
72.25,210.0,9.0,32.13,4.41,2.55,1.49,16.0,38.0,122.0,4.08,6.96,11.7,0,0,0,0,0,William & Mary (VA),2015,0,0
74.13,210.0,,,4.54,,,,,,,,,10.5,10.1,0,0,0,Kansas,2015,273,189
74.88,220.0,,,4.79,,,,,,,,,16.5,12.5,0,0,0,Boise State,2015,3049,461
77.38,205.0,,,4.62,,,,,,,,,28.3,20.6,0,0,0,Louisville,2015,103,85
71.88,221.0,10.13,31.0,4.55,2.64,1.59,,40.5,,4.21,6.97,11.57,9.9,12.4,25.2,27.4,3,Stanford,2015,2125,604
71.63,215.0,9.13,31.13,4.54,2.69,1.62,,32.5,,4.25,7.07,,19.0,15.3,0,0,0,Michigan State,2015,1348,495
70.25,156.0,8.25,31.13,4.28,2.51,1.49,,36.0,,4.15,7.02,11.89,0,0,0,0,0,Alabama-Birmingham,2015,0,0
72.5,193.0,,,4.52,,,,,,,,,9.1,12.7,0,0,0,Baylor,2015,1626,319
74.63,209.0,9.25,33.25,4.45,2.61,1.51,17.0,36.5,125.0,,,,19.9,17.8,0,0,1,Louisville,2015,2775,855
74.0,212.0,9.25,32.0,4.52,,,,,,,,,20.9,19.5,0,0,1,Central Florida,2015,2243,1044
73.0,206.0,,,4.42,,,,,,,,,21.7,14.9,,20.0,0,Boston College,2015,1087,282
77.13,228.0,,,4.58,,,,,,,,,10.5,9.2,0,0,0,Northwestern,2015,654,535
76.38,209.0,,,4.67,,,,,,,,,0,0,0,0,0,Regina (Canada),2015,0,0
75.0,205.0,,,4.57,,,,,,,,,0,0,0,0,0,Louisiana-Lafayette,2015,0,0
71.63,218.0,8.75,31.13,4.68,2.73,1.66,17.0,27.5,110.0,4.58,7.35,12.59,16.2,16.9,0,0,0,San Diego State,2015,1877,422
71.5,188.0,,,4.55,,,,,,,,,13.2,12.3,28.5,22.4,0,Wyoming,2015,2492,596
74.63,210.0,,,4.62,,,,,,,,,13.0,13.9,0,0,6,Missouri,2015,1611,1003
71.88,204.0,8.75,30.0,4.62,2.73,1.65,15.0,33.0,121.0,4.11,7.08,11.4,0,0,0,0,0,Lafayette (PA),2015,0,0
71.0,194.0,,,4.54,,,,,,,,,0,0,0,0,0,Miami (OH),2015,0,0
72.13,193.0,,,4.54,,,,,,,,,9.8,11.5,0,0,0,Texas,2015,2510,577
67.0,188.0,,,4.68,,,,,,,,,12.4,11.1,0,0,0,Marshall (WV),2015,3563,1138
74.13,226.0,11.0,32.63,4.58,,,,,,,,,20.4,18.9,0,0,0,Georgia Tech,2015,1060,715
72.38,196.0,9.0,31.0,4.42,2.59,1.56,10.0,39.0,122.0,4.15,,,28.2,20.7,,18.5,2,Ohio State,2015,2503,931
73.38,208.0,,,4.54,,,,,,,,,9.9,11.1,0,0,6,Ohio State,2015,579,149
75.38,238.0,,,4.63,,,,,,,,,0,0,0,0,0,Monmouth (NJ),2015,0,0
74.38,217.0,9.0,32.5,4.44,2.59,1.57,,42.0,,,,,14.2,14.6,,16.0,3,Arizona State,2015,2287,1165
67.63,175.0,,,4.42,,,,,,,,,10.9,10.9,0,0,0,Appalachian State (NC),2015,142,142
76.38,204.0,,,4.54,,,,,,,,,15.6,14.7,0,0,0,Rice (TX),2015,2588,842
78.13,238.0,9.0,33.25,4.46,2.62,1.57,12.0,37.0,125.0,4.25,7.07,11.35,17.0,19.0,0,0,6,Georgia Tech,2015,971,442
73.88,209.0,,,4.53,,,,,,,,,14.3,13.7,0,0,0,Syracuse,2015,1836,700
74.13,205.0,,,,,,,,,,,,0,0,0,0,0,San Diego,2015,0,0
75.0,208.0,,,4.56,,,,,,,,,12.4,12.1,,24.0,0,Missouri,2015,519,372
71.5,193.0,9.13,31.0,4.44,2.61,1.58,,34.5,,4.18,6.97,,12.6,13.8,1.0,16.2,0,Alabama,2015,1294,504
74.63,215.0,9.25,32.63,4.35,2.54,1.53,23.0,36.5,123.0,4.14,6.92,11.52,0,0,0,0,0,West Virginia,2015,0,0
69.63,190.0,,,4.59,,,,,,,,,8.0,12.2,0,0,0,Central Florida,2015,1789,56
73.5,219.0,,,4.54,,,,,,,,,9.5,11.8,0,0,0,Washington,2015,1915,189
75.5,204.0,,,4.43,,,,,,,,,0,0,0,0,0,Western Oregon,2015,0,0
73.38,185.0,,,4.49,,,,,,,,,12.9,13.0,0,0,0,Arkansas,2015,337,220
74.25,211.0,10.13,33.5,4.59,,,12.0,,,,,,18.5,17.7,0,0,0,East Carolina (NC),2015,1311,1016
73.0,209.0,,,4.63,,,,,,,,,14.3,14.0,0,0,0,Central Florida,2015,2360,514
66.0,167.0,,,4.38,,,,,,,,,12.6,11.6,22.2,21.8,0,Indiana,2015,2198,708
73.0,195.0,9.63,31.38,4.5,2.65,1.62,4.0,30.5,116.0,4.08,6.8,11.39,13.9,15.5,0,0,5,Wisconsin,2014,3140,1081
72.88,212.0,9.0,32.63,4.56,2.68,1.64,14.0,39.5,123.0,4.3,6.82,,13.1,13.0,0,0,2,Frenso State (CA),2014,3031,1719
72.0,183.0,,,,,,,,,,,,0,0,0,0,0,West Texas A&M,2014,0,0
67.75,173.0,8.88,31.0,4.26,2.51,1.49,20.0,38.0,122.0,4.06,6.86,,0,0,64.0,28.2,3,Kent State (OH),2014,0,0
71.25,198.0,10.0,32.75,4.43,2.58,1.57,7.0,38.5,122.0,3.94,6.69,10.93,0,0,0,0,0,Louisiana State,2014,0,0
77.0,240.0,10.25,34.88,4.61,2.73,1.67,13.0,32.5,117.0,4.39,7.33,12.08,18.7,17.9,0,0,1,Florida State,2014,1506,1011
76.0,206.0,9.63,32.63,4.73,2.74,1.66,12.0,,,,,,0,0,0,0,0,Vanderbilt,2014,0,0
71.38,178.0,9.38,31.75,4.51,2.65,1.59,,33.0,,4.22,7.16,11.94,12.2,12.1,0,0,0,Ohio State,2014,1750,771
70.0,179.0,8.5,30.5,4.34,2.55,1.56,,36.5,,4.12,6.91,11.4,0,0,0,0,0,Pittsburg State (KS),2014,0,0
75.75,211.0,9.5,32.63,4.42,2.59,1.57,16.0,39.0,123.0,4.15,7.18,,19.7,22.2,18.0,20.8,4,Clemson,2014,1354,828
70.38,188.0,8.38,30.25,4.58,2.67,1.59,16.0,31.0,114.0,3.94,6.74,11.53,10.3,11.9,,22.5,0,Frenso State (CA),2014,2503,1026
74.13,224.0,9.38,31.0,4.62,2.69,1.62,,30.0,,4.32,7.14,,0,0,18.0,15.0,0,Florida,2014,0,0
69.38,192.0,,,4.46,2.62,1.56,20.0,39.0,122.0,4.01,6.77,,12.0,10.9,,23.7,7,Wake Forest,2014,2506,803
78.0,225.0,9.25,34.0,4.56,2.71,1.66,21.0,32.5,,4.51,7.33,,15.8,19.2,0,0,0,Rutgers,2014,1808,538
70.5,198.0,,,,,,,,,,,,0,0,0,0,0,Northwestern,2014,0,0
69.75,189.0,9.63,30.75,4.33,2.53,1.54,16.0,36.0,120.0,3.81,6.76,10.72,13.5,14.5,0,0,1,Oregon State,2014,3272,1730
71.0,184.0,9.0,31.38,4.5,2.6,1.54,12.0,40.0,120.0,3.9,6.53,10.84,13.4,13.1,0,0,0,Louisville,2014,1521,780
72.0,197.0,9.38,30.25,4.52,,,10.0,34.0,116.0,4.18,7.0,11.65,14.3,13.8,,23.0,0,Texas,2014,2753,727
69.38,197.0,9.63,31.0,4.45,2.58,1.55,15.0,39.5,120.0,3.95,6.69,11.12,15.8,15.0,21.6,22.7,4,South Carolina,2014,1586,775
74.0,225.0,9.5,32.63,4.41,2.6,1.57,19.0,,,,,,14.8,13.3,17.0,17.0,6,Nebraska,2014,1526,753
76.75,231.0,9.63,35.13,4.53,2.66,1.6,12.0,37.0,,4.26,7.08,11.58,20.2,16.5,0,0,1,Texas A&M,2014,2499,1394
73.25,213.0,,,4.51,2.64,1.6,13.0,34.5,122.0,4.21,7.07,,15.1,14.7,0,0,4,UCLA,2014,1956,709
73.25,217.0,9.5,32.0,4.52,2.7,1.65,,36.0,,4.18,7.06,11.52,17.3,14.4,,22.4,0,Michigan State,2014,1341,622
70.63,189.0,10.0,31.25,4.56,2.62,1.58,7.0,36.0,123.0,4.33,7.07,11.7,12.9,15.2,15.3,20.9,0,New Mexico State,2014,2439,670
67.5,185.0,9.38,29.5,4.49,2.66,1.6,15.0,,,,,,15.4,15.6,0,0,7,Michigan,2014,2704,1373
72.38,199.0,9.63,31.0,4.64,2.69,1.61,8.0,35.5,117.0,4.11,6.68,11.63,13.5,14.1,0,0,5,Tulane (LA),2014,2769,1039
73.0,198.0,9.13,31.38,4.5,2.62,1.58,15.0,36.5,116.0,4.2,7.08,11.6,0,0,0,0,0,Coastal Carolina (SC),2014,0,0
69.13,193.0,9.75,30.5,4.48,2.63,1.59,18.0,35.5,124.0,4.27,6.84,,12.9,13.3,14.0,10.3,6,Wyoming,2014,2025,932
75.88,223.0,9.75,33.25,4.65,2.74,1.65,13.0,27.5,108.0,4.2,6.89,,15.7,13.9,,25.1,0,Brigham Young,2014,3612,894
71.25,206.0,9.38,31.25,4.51,2.62,1.58,14.0,35.5,115.0,,,,18.4,16.4,22.9,23.0,3,Oregon,2014,2366,1140
73.25,198.0,9.25,32.0,4.55,2.65,1.59,14.0,31.0,120.0,4.5,7.23,,18.7,15.6,0,0,0,Miami (FL),2014,1891,1162
74.88,219.0,9.0,32.5,4.42,2.6,1.55,20.0,37.5,123.0,3.98,6.64,,0,0,0,0,0,Saginaw Valley State (MI),2014,0,0
71.63,188.0,,,4.48,2.59,1.54,,33.0,,4.27,6.82,,0,0,0,0,0,Notre Dame,2014,0,0
71.5,205.0,10.25,31.75,4.65,2.84,1.73,12.0,28.5,110.0,,,,15.5,13.2,,17.4,2,Louisiana State,2014,1809,1193
74.5,215.0,9.63,32.63,4.52,,,23.0,,,,,,15.2,15.1,0,0,2,Indiana,2014,2042,1096
71.75,192.0,9.5,31.75,4.52,2.65,1.59,,38.0,,4.01,,,13.9,14.7,16.4,26.1,2,Southern California,2014,3655,791
75.75,218.0,9.38,33.63,4.6,2.7,1.63,20.0,36.0,123.0,4.25,7.07,,11.9,12.6,0,0,0,Missouri,2014,1638,692
75.13,212.0,10.38,33.25,4.46,2.61,1.55,21.0,35.5,120.0,4.18,6.95,11.84,13.2,14.3,0,0,2,Vanderbilt,2014,3759,1477
74.38,221.0,9.13,32.38,4.4,2.57,1.54,13.0,39.5,132.0,4.3,7.02,,15.9,15.2,0,0,3,Mississippi,2014,2371,938
74.0,198.0,10.0,32.13,4.48,2.65,1.6,8.0,33.0,121.0,4.32,6.68,11.46,14.9,15.7,,22.0,4,Alabama,2014,1275,568
71.38,189.0,,,4.63,2.7,1.63,10.0,31.5,120.0,4.23,6.7,,0,0,0,0,0,Murray State (KY),2014,0,0
70.5,163.0,8.63,31.63,4.46,2.57,1.52,,41.0,,4.18,6.63,,22.8,16.6,,23.0,7,Baylor,2014,3102,867
72.38,175.0,8.88,32.63,4.4,2.58,1.56,,38.0,,,,,16.2,15.5,0,0,2,Colorado,2014,2412,1343
74.63,220.0,9.5,32.0,4.6,2.66,1.6,,39.0,,4.0,7.0,11.36,14.8,14.0,0,0,2,Penn State,2014,2479,1432
68.88,165.0,8.88,30.0,4.44,2.6,1.55,,34.0,,,,,12.0,15.2,55.0,24.2,4,Oklahoma,2014,3085,729
71.0,195.0,10.25,33.0,4.62,2.66,1.6,11.0,33.5,112.0,4.39,7.19,11.96,14.3,13.4,0,0,0,Ball State (IN),2014,2991,1516
69.88,178.0,9.38,30.0,4.69,2.73,1.64,11.0,35.0,116.0,4.33,7.1,,11.7,12.2,0,0,0,Oklahoma State,2014,2204,703
74.88,198.0,9.25,33.38,4.55,2.64,1.58,,37.0,,4.01,6.89,,16.7,14.4,0,0,5,Pittsburgh,2014,2901,854
75.88,195.0,9.0,33.38,4.46,2.65,1.59,8.0,32.0,114.0,4.35,7.19,,0,0,0,0,0,Missouri,2014,0,0
72.75,211.0,9.63,32.0,4.43,2.59,1.55,16.0,34.0,125.0,4.34,6.95,,14.5,14.1,20.9,22.9,1,Clemson,2014,3391,1464
69.38,202.0,9.13,30.38,4.43,2.6,1.54,10.0,37.5,123.0,4.21,7.0,,16.6,16.6,23.5,23.5,0,Georgia State,2014,1177,1177
74.0,206.0,,,,,,,,,,,,12.1,12.5,0,0,3,California,2013,2570,737
68.5,174.0,9.18,30.08,4.34,2.56,1.55,14.0,32.0,120.0,4.01,,,11.3,11.9,25.4,24.8,1,West Virginia,2013,3413,1289
70.25,193.0,9.78,32.68,4.52,2.64,1.59,11.0,34.5,117.0,4.09,6.81,,14.2,15.3,14.6,15.2,3,West Virginia,2013,3218,1622
70.25,193.0,9.38,30.28,4.59,2.73,1.63,14.0,33.0,117.0,4.15,,,0,0,0,0,0,Jacksonville State (AL),2013,0,0
71.13,206.0,9.28,31.28,4.38,2.59,1.54,22.0,34.0,131.0,4.1,6.68,11.26,13.5,15.7,31.0,31.0,4,Texas Christian,2013,2535,891
75.13,207.0,,,,,,,,,,,,12.0,13.2,0,0,6,Oklahoma,2013,1926,879
75.88,213.0,,,,,,,,,,,,17.4,15.5,0,0,0,Georgia,2013,851,469
75.25,214.0,,,,,,,,,,,,14.5,13.9,0,0,7,San Diego State,2013,901,347
70.25,180.0,,,,,,,,,,,,0,0,0,0,0,Mount Union (OH),2013,0,0
75.0,233.0,10.28,32.68,4.56,2.7,1.63,19.0,39.5,120.0,,,,18.7,17.4,0,0,0,Virginia Tech,2013,1827,953
74.75,210.0,,,,,,,,,,,,11.9,14.5,0,0,2,Marshall (WV),2013,2398,679
73.38,207.0,,,,,,,,,,,,17.3,13.4,0,0,7,Maryland,2013,1088,311
74.25,204.0,9.48,33.28,4.43,2.6,1.55,12.0,31.5,120.0,,,,11.4,13.2,0,0,0,Virginia Tech,2013,145,80
75.75,205.0,8.68,34.08,4.5,2.63,1.58,10.0,36.0,123.0,4.39,6.9,,0,0,0,0,0,Eastern Kentucky,2013,0,0
68.88,183.0,8.58,31.48,4.27,2.53,1.51,13.0,,132.0,,,,13.1,11.4,25.2,22.4,3,Texas,2013,1364,340
73.75,212.0,8.68,32.48,4.56,2.69,1.63,11.0,29.5,107.0,4.31,,,14.8,16.3,,21.3,6,Arkansas,2013,2854,1335
72.75,229.0,9.68,32.68,4.55,2.66,1.61,20.0,35.5,116.0,4.39,6.89,,14.8,14.1,6.0,13.5,4,Kansas State,2013,1734,857
74.88,231.0,9.58,35.08,4.46,2.65,1.59,17.0,38.5,129.0,4.33,6.99,11.72,13.3,16.5,0,0,0,Rutgers,2013,1769,583
73.0,214.0,10.08,33.38,4.57,2.69,1.62,15.0,36.0,115.0,4.5,,,17.1,14.7,0,0,1,Clemson,2013,3020,1405
76.0,196.0,9.38,33.28,4.44,2.59,1.58,,39.5,,4.33,,,14.8,17.1,0,0,2,Tennessee,2013,1812,1083
74.0,215.0,,,,,,,,,,,,0,0,0,0,0,,2013,0,0
69.0,179.0,9.18,30.28,4.6,2.68,1.62,6.0,32.0,109.0,4.53,,,12.3,12.3,0,0,0,Southern Methodist (TX),2013,2854,787
77.0,216.0,9.28,32.28,4.67,2.72,1.63,9.0,33.5,115.0,4.44,7.11,12.14,0,0,0,0,0,Eastern Washington,2013,0,0
72.25,189.0,9.48,33.08,4.47,2.64,1.57,11.0,36.5,123.0,4.33,6.91,,22.6,19.1,0,0,5,Georgia,2013,2602,950
73.25,202.0,8.48,31.18,4.59,2.65,1.57,7.0,32.0,112.0,4.29,7.04,,14.9,12.9,0,0,0,Syracuse,2013,2596,1070
74.38,217.0,9.58,33.18,4.54,2.66,1.6,9.0,33.5,123.0,4.41,7.11,,0,0,0,0,0,Elon (NC),2013,0,0
71.5,204.0,9.78,30.18,4.74,2.75,1.66,26.0,36.0,120.0,3.96,6.53,10.87,10.0,11.2,23.3,23.3,0,Missouri,2013,2101,399
73.88,216.0,9.08,31.68,4.42,2.61,1.6,,37.0,,,,,16.9,16.9,28.0,28.0,1,Tennessee,2013,778,778
72.0,204.0,9.38,32.78,4.53,2.66,1.59,8.0,33.0,118.0,4.01,6.91,,13.4,14.2,0,0,4,Louisiana Tech,2013,2594,1392
70.5,199.0,9.08,32.58,4.43,2.61,1.58,,36.5,,4.22,7.09,,0,0,0,0,5,Michigan,2013,0,0
74.5,217.0,9.48,32.68,4.52,2.64,1.61,10.0,39.5,132.0,4.06,6.71,11.31,0,0,0,0,0,Tennessee Tech,2013,0,0
72.13,182.0,,,,,,,,,,,,15.3,14.4,0,0,0,Tennessee,2013,906,491
71.13,204.0,9.28,30.68,4.46,2.6,1.54,20.0,33.5,119.0,4.38,7.1,11.87,12.4,11.5,,17.4,0,Baylor,2013,1905,646
67.0,173.0,8.78,29.48,4.58,2.64,1.6,7.0,32.0,117.0,4.37,6.81,11.29,11.8,12.4,0,0,4,South Carolina,2013,1230,531
72.0,197.0,,,,,,,,,,,,0,0,0,0,0,Kansas,2013,0,0
76.38,225.0,10.38,34.68,4.51,2.66,1.6,,34.5,,4.07,7.03,11.84,13.8,14.5,0,0,0,Florida State,2013,1540,524
73.25,204.0,9.68,30.68,4.48,2.65,1.58,15.0,33.5,119.0,4.07,6.72,11.35,0,0,0,0,0,Lehigh (PA),2013,0,0
72.5,194.0,9.08,30.48,4.38,2.58,1.54,16.0,33.5,124.0,4.35,,,11.7,12.7,0,0,5,Oklahoma,2013,2594,959
72.13,205.0,8.48,31.38,4.34,2.53,1.5,16.0,37.0,125.0,4.25,6.76,,12.7,12.4,,21.9,6,Texas A&M,2013,3117,913
72.63,193.0,8.68,32.28,4.54,2.65,1.59,8.0,33.5,121.0,4.21,6.88,11.9,15.9,13.8,0,0,0,Cincinnati,2013,1077,541
72.25,196.0,9.28,30.48,4.68,2.75,1.68,,32.5,,4.22,6.93,11.34,12.6,13.2,14.0,23.8,0,Duke,2013,3749,1074
71.0,189.0,9.18,32.68,4.45,2.63,1.6,20.0,37.0,120.0,4.02,6.8,11.16,13.7,13.2,,20.3,3,Oregon State,2013,2994,1244
74.0,208.0,8.68,31.28,4.52,2.66,1.61,11.0,32.5,119.0,4.32,7.01,11.5,18.9,16.5,,22.3,3,Baylor,2013,3334,1832
74.63,194.0,9.28,31.18,4.51,2.61,1.56,7.0,34.5,122.0,4.33,6.65,,15.6,17.0,0,0,7,Washington State,2013,3207,813
72.38,201.0,9.28,31.08,4.51,2.67,1.62,14.0,33.5,117.0,4.47,7.15,,11.1,11.6,,24.8,2,Southern California,2013,2930,846
70.63,179.0,9.38,31.88,4.51,2.53,1.59,,36.0,,,,,12.1,14.7,0,0,4,Arkansas,2012,2410,652
71.25,205.0,8.88,,4.51,2.62,1.59,15.0,,,,,,0,0,0,0,0,Tennessee Tech,2012,0,0
69.88,172.0,8.75,31.75,4.31,2.49,1.57,14.0,38.0,119.0,,,,14.9,16.4,0,0,4,Miami (FL),2012,2146,609
72.88,207.0,9.25,32.5,4.48,,,14.0,,,,,,12.5,14.1,0,0,1,Oklahoma State,2012,3564,1522
73.75,217.0,10.25,32.25,4.62,2.65,1.65,11.0,36.0,123.0,4.28,7.12,11.22,12.5,15.7,0,0,0,Virginia Tech,2012,2884,761
70.63,192.0,9.75,32.0,4.43,2.55,1.54,11.0,32.5,,,,,16.0,13.4,0,0,6,Ohio,2012,2515,1150
70.13,192.0,9.0,30.25,4.57,,,21.0,,,,,,13.9,13.1,0,0,2,Oklahoma,2012,4586,1157
73.0,201.0,,,,,,,,,,,,8.5,9.7,0,0,0,Southern California,2012,386,153
75.13,219.0,10.13,34.13,4.52,2.51,1.54,19.0,36.5,125.0,,,,11.4,15.5,0,0,4,Arkansas,2012,2066,240
74.13,210.0,,,,,,,,,,,,15.8,12.9,23.8,25.0,7,Colorado,2012,1268,680
71.88,201.0,9.13,30.63,4.42,2.53,1.56,12.0,35.0,115.0,4.15,6.69,11.22,15.1,16.1,0,0,5,Virginia Tech,2012,2658,904
70.63,190.0,9.5,31.0,4.65,,,11.0,,,,,,10.1,10.5,0,0,0,Oklahoma State,2012,1695,715
74.5,224.0,10.5,32.0,4.66,2.63,1.62,17.0,38.0,117.0,4.3,7.15,,12.7,13.7,0,0,5,Arizona,2012,2859,956
73.38,211.0,8.13,33.0,4.52,2.58,1.61,12.0,31.5,116.0,,,,16.5,14.2,0,0,6,Michigan State,2012,3086,1306
70.75,200.0,,,,,,,,,,,,14.1,13.9,7.0,17.2,7,Northwestern,2012,2400,1060
69.25,172.0,8.38,29.63,4.58,,,,,,,,,19.7,15.5,0,0,0,Houston,2012,4507,1752
74.63,220.0,9.38,32.88,4.4,2.59,1.56,16.0,36.5,122.0,,,,11.5,13.6,0,0,1,Notre Dame,2012,3686,1147
76.13,223.0,9.88,33.63,4.58,,,17.0,,,,,,11.8,13.3,0,0,5,Texas A&M,2012,3092,828
71.13,198.0,8.25,31.25,4.35,2.51,1.52,19.0,33.5,118.0,4.23,6.97,,11.6,13.5,0,0,0,Wake Forest,2012,2121,695
71.38,188.0,9.0,32.75,4.34,2.5,1.53,8.0,33.5,120.0,4.18,6.77,,0,0,0,0,3,North Carolina State,2012,0,0
71.63,184.0,9.5,31.75,4.52,2.57,1.6,11.0,34.0,117.0,,,,12.6,13.7,0,0,0,Alabama,2012,1150,328
72.88,225.0,9.63,32.5,4.48,2.57,1.54,21.0,35.5,124.0,3.98,6.59,11.16,20.6,18.6,0,0,7,Michigan,2012,1638,699
76.0,215.0,9.38,33.38,4.28,2.5,1.49,14.0,39.5,133.0,4.48,6.88,11.43,29.3,25.5,28.0,28.0,2,Georgia Tech,2012,1248,820
69.5,183.0,8.5,32.0,4.37,,,,,,,,,14.4,15.4,30.4,27.2,3,Florida International,2012,3531,1038
72.25,196.0,9.25,32.88,4.5,2.57,1.62,22.0,41.0,127.0,4.11,6.82,11.08,13.1,12.7,30.3,24.0,0,Missouri,2012,1434,222
74.88,216.0,10.25,33.0,4.48,,,,,,,,,15.6,16.6,,35.0,2,South Carolina,2012,3042,762
72.25,190.0,9.5,32.75,4.37,2.49,1.56,12.0,38.5,124.0,,,,14.2,14.6,15.8,20.3,1,Illinois,2012,2432,1276
75.25,230.0,9.0,34.0,4.51,2.6,1.58,14.0,33.0,109.0,,,,14.1,14.2,0,0,0,North Carolina,2012,2163,1196
73.88,199.0,10.0,33.13,4.46,2.58,1.51,22.0,33.0,112.0,4.11,6.81,11.47,13.6,14.6,0,0,5,California,2012,2270,846
72.88,209.0,9.25,32.13,4.5,2.59,1.58,14.0,34.0,119.0,4.12,7.03,,14.9,16.0,0,0,0,Washington,2012,2871,699
71.5,188.0,9.25,31.5,4.42,2.51,1.54,13.0,39.5,122.0,4.13,6.85,11.16,11.8,13.5,0,0,4,Michigan State,2012,1714,777
72.38,217.0,9.13,32.5,4.54,2.57,1.62,20.0,36.0,,4.19,6.88,11.25,15.0,15.3,0,0,0,Nevada,2012,2243,1364
68.13,186.0,9.0,29.75,4.51,2.56,1.57,,33.5,,,,,11.2,13.6,0,0,0,Alabama,2012,1844,627
74.75,216.0,10.0,32.0,4.48,2.61,1.58,,37.0,,4.07,7.15,11.62,16.0,16.8,14.0,14.0,6,Iowa,2012,2861,1315
69.0,180.0,9.63,31.0,4.36,2.53,1.52,19.0,43.5,126.0,4.05,6.82,,14.7,13.5,,21.1,0,Connecticut,2012,1699,604
76.25,209.0,8.25,32.75,4.46,2.58,1.63,10.0,33.5,115.0,4.23,,,16.4,16.6,0,0,0,Penn State,2012,2395,654
72.13,196.0,8.5,31.75,4.31,2.5,1.49,19.0,40.5,129.0,4.11,6.85,11.22,10.7,15.0,22.1,27.3,0,Stanford,2012,1534,376
68.88,186.0,9.0,29.0,4.5,2.62,1.59,15.0,30.0,112.0,3.98,6.95,11.47,9.5,11.3,25.2,27.3,0,Toledo,2012,3446,1182
73.63,211.0,9.63,31.63,4.39,2.56,1.55,14.0,36.5,123.0,4.15,7.03,,13.5,14.4,0,0,3,Ohio State,2012,1955,162
75.5,220.0,9.75,34.25,4.5,2.53,1.59,15.0,34.0,119.0,4.23,7.1,,0,0,0,0,0,Appalachian State (NC),2012,0,0
74.88,210.0,9.5,33.0,4.55,2.6,1.58,15.0,31.0,121.0,4.36,6.99,11.78,17.3,16.8,0,0,2,Louisiana State,2012,1634,917
75.13,227.0,10.13,33.0,4.54,2.58,1.65,,35.5,,4.15,,,18.1,15.3,0,0,0,Arizona State,2012,2071,1397
66.75,184.0,8.75,29.63,4.61,2.57,1.51,19.0,37.0,115.0,4.23,,,11.4,11.6,,24.7,0,Oregon State,2012,2578,514
73.5,211.0,10.13,33.5,4.62,2.64,1.63,19.0,36.0,126.0,4.22,6.88,,10.5,10.8,0,0,3,Rutgers,2012,2263,1206
76.88,219.0,9.5,34.75,4.37,2.56,1.53,17.0,33.0,125.0,,,,17.6,18.6,0,0,6,Miami (FL),2012,967,811
72.88,190.0,,,,,,,,,,,,0,0,0,0,0,Massachusetts,2012,0,0
73.88,215.0,9.0,32.5,4.49,2.58,1.58,18.0,37.5,,,,,14.5,14.3,,0.0,4,Wisconsin,2012,2447,926
71.75,208.0,9.25,31.5,4.63,2.6,1.58,14.0,35.0,119.0,4.13,6.84,11.4,13.7,13.7,0,0,0,Western Michigan,2012,4187,1911
69.63,182.0,8.5,31.5,4.39,2.56,1.53,11.0,38.0,120.0,4.03,6.93,,16.9,17.5,0,0,4,Arkansas,2012,2934,1117
70.25,196.0,8.63,30.5,4.49,2.64,1.6,,38.5,,4.18,6.93,,15.4,13.3,0,0,1,Baylor,2012,4004,1663
69.25,187.0,9.5,30.25,4.36,2.47,1.52,17.0,39.0,123.0,,,,12.8,13.5,0,0,4,Frenso State (CA),2012,1327,716
74.13,190.0,9.25,34.0,4.56,2.64,1.63,,,,,,,18.5,17.2,0,0,0,Auburn,2011,1978,963
76.38,228.0,10.13,33.63,4.49,2.57,1.58,20.0,42.0,129.0,4.34,7.07,11.4,15.5,18.3,0,0,1,Pittsburgh,2011,2337,822
75.0,209.0,9.5,32.5,4.5,2.55,1.55,13.0,31.5,118.0,4.31,6.86,,14.7,14.6,0,0,0,Cincinnati,2011,2008,1101
77.63,233.0,9.63,33.25,4.59,2.64,1.61,20.0,29.0,117.0,4.33,6.93,,15.3,16.5,,13.5,0,Southern Mississippi,2011,2207,305
71.25,187.0,10.25,33.0,4.68,2.69,1.65,12.0,33.5,121.0,4.25,6.64,,19.6,14.9,,21.3,3,San Diego State,2011,3110,1352
73.38,221.0,9.13,32.0,4.5,2.6,1.54,19.0,34.5,117.0,4.31,7.04,,0,0,0,0,0,West Texas A&M,2011,0,0
70.25,191.0,9.38,31.0,4.46,2.53,1.56,16.0,33.5,115.0,4.34,7.08,11.56,0,0,0,0,2,Kentucky,2011,0,0
72.25,193.0,9.5,32.75,4.54,,,14.0,,,,,,15.5,16.1,0,0,0,Michigan State,2011,2136,788
74.0,201.0,10.13,31.25,4.56,,,14.0,,,,,,11.2,12.0,24.8,23.5,4,Indiana,2011,1854,706
77.25,216.0,,,,,,,,,,,,20.6,17.3,0,0,4,Georgia,2011,1109,659
71.75,192.0,9.38,30.75,4.49,2.63,1.62,16.0,40.0,131.0,,,,0,0,0,0,0,Abilene Christian (TX),2011,0,0
